identity,labels,storage_type,processor_type,unique_id,memory,gpu_type,memory_type,storage,processor,gpu,available_processor,available_storage,name,available_region,available_memory,available_gpu,elementId
2148,Node,USB Flash Drive,Intel Core i9,bddb35c0-d3e4-43d5-a7df-f86f72eb84a6,22,NVIDIA GeForce GTX,DDR3,256,20,20,3.3333333333333335,42.666666666666664,Precision 7920 Tower Workstation,china,3.6666666666666665,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2148
2149,Node,HDD,AMD Ryzen,48c7cee9-4868-48d5-bc34-4fcf832431be,2,NVIDIA Quadro,DDR3,2,2,2,0.3333333333333333,0.3333333333333333,ProLiant DL360 Gen10 Rack Server,china,0.3333333333333333,0.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2149
2150,Node,SSD,Intel Xeon,b963b51c-f8f7-45c6-b371-959f4b0f8524,1,NVIDIA GeForce,DDR4,1,1,1,0.5,0.5,PowerEdge R660 Rack Server,china,0.5,0.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2150
2151,Node,eMMC Storage,AMD Ryzen,2c35827e-887c-4d76-8b74-189084598689,32,NVIDIA GeForce RTX,DDR3,8196,30,64,6,1639.2,PrimeServer Rack IX Rack Server,china,6.4,12.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2151
2152,Node,External SSD,AMD EPYC,cee4ad6e-aa2f-4223-b03f-8e1045b0c72d,28,NVIDIA Tesla T4,DDR6,2048,26,32,6.5,512,ProLiant DL325 Gen10 Rack Server,china,7,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2152
2153,Node,USB Flash Drive,Intel Core i9,cd1b54f9-3db3-48aa-9d48-8bc2ce2feadc,22,NVIDIA GeForce GTX,DDR3,256,20,20,20,256,Precision 7920 Tower Workstation,china,22,20,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2153
2154,Node,SSD,Intel Xeon,60f08f08-cb0d-4b95-a75b-9ecf5d07adce,1,NVIDIA GeForce,DDR4,1,1,1,0.25,0.25,PowerEdge R660 Rack Server,china,0.25,0.25,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2154
2155,Node,SATA HDD,Intel Core i7,548589a0-b05c-4122-8007-aa37e3f3bade,26,AMD Radeon Pro WX,DDR7,1024,24,24,24,1024,PowerEdge R740 Rack Server,china,26,24,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2155
2156,Node,SATA HDD,Intel Core i7,7ae59f9a-713f-44d1-9063-8e3dd613ce72,26,AMD Radeon Pro WX,DDR7,1024,24,24,4.8,204.8,PowerEdge R740 Rack Server,china,5.2,4.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2156
2157,Node,NVMe,Intel Core i9,3fd38d03-a1d0-4499-ba42-9a89a686461f,4,AMD Radeon Pro,DDR5,4,4,4,4,4,ThinkSystem SR650 Rack Server,china,4,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2157
2158,Node,SATA SSD,Intel Core i7,e738c011-bbd8-4b93-b9e7-1278aebcaa78,10,AMD Radeon,DDR7,16,8,8,1.6,3.2,Precision 7920 Rack Workstation,china,2,1.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2158
2159,Node,Fusion Drive,AMD Ryzen,ed139c34-d705-4a81-a4bd-32da71b119d4,16,AMD Radeon RX,DDR5,48,14,14,2.3333333333333335,8,ProLiant DL380 Gen10 Rack Server,china,2.6666666666666665,2.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2159
2160,Node,USB Flash Drive,Intel Core i9,3f94314c-09c9-4edd-ab6a-c111d2c3a7fc,22,NVIDIA GeForce GTX,DDR3,256,20,20,5,64,Precision 7920 Tower Workstation,china,5.5,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2160
2161,Node,Hybrid Drive,AMD Ryzen Threadripper,21829a8b-8821-4329-8808-205a622142da,12,NVIDIA GeForce RTX,DDR4,24,10,10,3.3333333333333335,8,SuperServer 10210U Rack Server,china,4,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2161
2162,Node,USB Flash Drive,Intel Core i9,127fbfe3-37d2-4b00-b8f2-9e25773af4e6,22,NVIDIA GeForce GTX,DDR3,256,20,20,3.3333333333333335,42.666666666666664,Precision 7920 Tower Workstation,china,3.6666666666666665,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2162
2163,Node,M.2 SSD,AMD Ryzen,2a456b7a-4929-457d-be84-b106c31ad788,24,NVIDIA Quadro RTX,DDR5,512,22,22,3.6666666666666665,85.33333333333333,SuperServer 6019U Rack Server,china,4,3.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2163
2164,Node,USB Flash Drive,Intel Core i9,9f386a98-36f2-487b-86ea-abc2faaa2dec,22,NVIDIA GeForce GTX,DDR3,256,20,20,10,128,Precision 7920 Tower Workstation,china,11,10,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2164
2165,Node,Fusion Drive,AMD Ryzen,5b723bdf-6941-4603-97cc-9a0895a8f5c6,16,AMD Radeon RX,DDR5,48,14,14,14,48,ProLiant DL380 Gen10 Rack Server,china,16,14,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2165
2166,Node,Cloud Storage,AMD EPYC,0912031a-3189-48c8-8d40-381e18615015,20,AMD Radeon Pro WX,DDR4,128,18,18,3.6,25.6,PrimeServer Pro Rack III Rack Server,china,4,3.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2166
2167,Node,Fusion Drive,AMD Ryzen,ebc8c936-0c38-495f-9a91-8b3f866fcd69,16,AMD Radeon RX,DDR5,48,14,14,3.5,12,ProLiant DL380 Gen10 Rack Server,china,4,3.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2167
2168,Node,Flash Storage,AMD EPYC,168bd422-1937-4926-9075-f9ff695ab7a6,8,NVIDIA Tesla,DDR6,8,6,6,1.5,2,PrimeServer Rack V Rack Server,china,2,1.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2168
2169,Node,Flash Memory,Intel Core i5,86d917e0-8425-41fa-9f1c-99c72c46d6e0,14,NVIDIA Quadro RTX,DDR3,32,12,12,4,10.666666666666666,PowerEdge R640 Rack Server,china,4.666666666666667,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2169
2170,Node,Flash Storage,AMD EPYC,a38177ce-c555-416a-ace9-50d7378bb59c,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2170
2171,Node,Flash Storage,AMD EPYC,6f98fb10-e131-4fd8-a4a7-2254fbc7e2e3,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2171
2172,Node,M.2 SSD,AMD Ryzen,0aeb1669-7545-49c0-b4a4-e23f11499fd6,24,NVIDIA Quadro RTX,DDR5,512,22,22,4.4,102.4,SuperServer 6019U Rack Server,china,4.8,4.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2172
2173,Node,External SSD,AMD EPYC,0dec23f6-2d10-40e9-9877-51b6e3ffa7c3,28,NVIDIA Tesla T4,DDR6,2048,26,32,5.2,409.6,ProLiant DL325 Gen10 Rack Server,china,5.6,6.4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2173
2174,Node,NVMe,Intel Core i9,5e522ff7-2e00-40ee-bed3-c1026d99a9ed,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2174
2175,Node,HDD,AMD Ryzen,188f5607-6da2-4139-a989-a75266fc3037,2,NVIDIA Quadro,DDR3,2,2,2,2,2,ProLiant DL360 Gen10 Rack Server,china,2,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2175
2176,Node,SATA SSD,Intel Core i7,6f513aee-bde9-47cb-a116-9a40df48015e,10,AMD Radeon,DDR7,16,8,8,8,16,Precision 7920 Rack Workstation,china,10,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2176
2177,Node,External SSD,AMD EPYC,af0be92f-3c08-4917-bc69-d7abcfa94498,28,NVIDIA Tesla T4,DDR6,2048,26,32,8.666666666666666,682.6666666666666,ProLiant DL325 Gen10 Rack Server,china,9.333333333333334,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2177
2178,Node,M.2 SSD,AMD Ryzen,33dac99a-3512-4a9a-a9ce-da5e50032e2e,24,NVIDIA Quadro RTX,DDR5,512,22,22,3.6666666666666665,85.33333333333333,SuperServer 6019U Rack Server,china,4,3.6666666666666665,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2178
2179,Node,Flash Storage,AMD EPYC,4cf8ddea-b09d-4ba1-b945-639a08c32612,8,NVIDIA Tesla,DDR6,8,6,6,3,4,PrimeServer Rack V Rack Server,china,4,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2179
2180,Node,HDD,AMD Ryzen,2bb9e47c-3200-4004-b0ef-34552f7debd5,2,NVIDIA Quadro,DDR3,2,2,2,0.6666666666666666,0.6666666666666666,ProLiant DL360 Gen10 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2180
2181,Node,Cloud Storage,AMD EPYC,22d6d843-ef73-4f64-8ed3-dcba8190e28d,20,AMD Radeon Pro WX,DDR4,128,18,18,18,128,PrimeServer Pro Rack III Rack Server,china,20,18,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2181
2182,Node,eMMC Storage,AMD Ryzen,6a883da2-c17b-4cb7-95c8-5456be07fead,32,NVIDIA GeForce RTX,DDR3,8196,30,64,30,8196,PrimeServer Rack IX Rack Server,china,32,64,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2182
2183,Node,Flash Memory,Intel Core i5,b8e03916-0e20-49e1-8a46-b0c5a16c4969,14,NVIDIA Quadro RTX,DDR3,32,12,12,3,8,PowerEdge R640 Rack Server,china,3.5,3,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2183
2184,Node,Fusion Drive,AMD Ryzen,f86b38c3-54c1-452d-ad54-d0d6de6043b1,16,AMD Radeon RX,DDR5,48,14,14,4.666666666666667,16,ProLiant DL380 Gen10 Rack Server,china,5.333333333333333,4.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2184
2185,Node,Flash Storage,AMD EPYC,cc5ec3b2-0b7c-4685-b905-f1f881b2d048,8,NVIDIA Tesla,DDR6,8,6,6,2,2.6666666666666665,PrimeServer Rack V Rack Server,china,2.6666666666666665,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2185
2186,Node,External HDD,Intel Xeon,540df319-2f90-4ebb-86f5-c11de75e1a97,18,NVIDIA Tesla V100,DDR6,64,16,16,5.333333333333333,21.333333333333332,ThinkSystem SR630 Rack Server,china,6,5.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2186
2187,Node,External SSD,AMD EPYC,663a9f29-fb08-4bf7-b095-a3f807fd86da,28,NVIDIA Tesla T4,DDR6,2048,26,32,6.5,512,ProLiant DL325 Gen10 Rack Server,china,7,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2187
2188,Node,External HDD,Intel Xeon,a67221a1-94e3-496a-9ade-eddead890c02,18,NVIDIA Tesla V100,DDR6,64,16,16,16,64,ThinkSystem SR630 Rack Server,china,18,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2188
2189,Node,SSD,Intel Xeon,da8c8542-259f-47f7-942b-41554320f08a,1,NVIDIA GeForce,DDR4,1,1,1,0.16666666666666666,0.16666666666666666,PowerEdge R660 Rack Server,china,0.16666666666666666,0.16666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2189
2190,Node,External HDD,Intel Xeon,a0dcdaec-1962-410d-b53f-377ba4424893,18,NVIDIA Tesla V100,DDR6,64,16,16,16,64,ThinkSystem SR630 Rack Server,china,18,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2190
2191,Node,External HDD,Intel Xeon,334f5dab-02ee-453b-b425-1a1ed13850ca,18,NVIDIA Tesla V100,DDR6,64,16,16,4,16,ThinkSystem SR630 Rack Server,china,4.5,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2191
2192,Node,USB Flash Drive,Intel Core i9,77dde560-eeff-4b37-ade0-70b2570c6d42,22,NVIDIA GeForce GTX,DDR3,256,20,20,10,128,Precision 7920 Tower Workstation,china,11,10,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2192
2193,Node,Flash Storage,AMD EPYC,6d391e16-5881-456e-a63b-b34c4e197bf7,8,NVIDIA Tesla,DDR6,8,6,6,6,8,PrimeServer Rack V Rack Server,china,8,6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2193
2194,Node,NAS Storage,Intel Xeon,46076a3e-d261-4123-959c-75b195416cb9,30,AMD Radeon VII,DDR4,4096,28,48,14,2048,ThinkSystem SR530 Rack Server,china,15,24,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2194
2195,Node,M.2 SSD,AMD Ryzen,fc590445-39bc-4b9b-9d63-56c8cc4724c2,24,NVIDIA Quadro RTX,DDR5,512,22,22,22,512,SuperServer 6019U Rack Server,china,24,22,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2195
2196,Node,NVMe,Intel Core i9,07f489a0-7ec4-4c74-adda-e5859d565aba,4,AMD Radeon Pro,DDR5,4,4,4,1.3333333333333333,1.3333333333333333,ThinkSystem SR650 Rack Server,china,1.3333333333333333,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2196
2197,Node,USB Flash Drive,Intel Core i9,c4098c24-08be-4d1e-afaf-67f979c8a45f,22,NVIDIA GeForce GTX,DDR3,256,20,20,4,51.2,Precision 7920 Tower Workstation,china,4.4,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2197
2198,Node,NVMe,Intel Core i9,e5ad3e89-2e53-49b6-aa39-a50f4daf5b56,4,AMD Radeon Pro,DDR5,4,4,4,1.3333333333333333,1.3333333333333333,ThinkSystem SR650 Rack Server,china,1.3333333333333333,1.3333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2198
2199,Node,M.2 SSD,AMD Ryzen,bce8ea1d-1292-4b1e-8ce5-01c278a1f60f,24,NVIDIA Quadro RTX,DDR5,512,22,22,22,512,SuperServer 6019U Rack Server,china,24,22,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2199
2200,Node,Hybrid Drive,AMD Ryzen Threadripper,ce24b020-13f2-490c-863d-3f1d6707d253,12,NVIDIA GeForce RTX,DDR4,24,10,10,2.5,6,SuperServer 10210U Rack Server,china,3,2.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2200
2201,Node,External SSD,AMD EPYC,e6acb54c-a297-46a7-8718-013c4cea03b1,28,NVIDIA Tesla T4,DDR6,2048,26,32,26,2048,ProLiant DL325 Gen10 Rack Server,china,28,32,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2201
2202,Node,Hybrid Drive,AMD Ryzen Threadripper,c8dfc6f8-6279-4e69-91f3-769ac0787a49,12,NVIDIA GeForce RTX,DDR4,24,10,10,5,12,SuperServer 10210U Rack Server,china,6,5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2202
2203,Node,Cloud Storage,AMD EPYC,849d5017-8088-41f9-9112-2d874f4e4504,20,AMD Radeon Pro WX,DDR4,128,18,18,4.5,32,PrimeServer Pro Rack III Rack Server,china,5,4.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2203
2204,Node,Flash Memory,Intel Core i5,cca5003f-ab1f-492e-a55d-18772e598b45,14,NVIDIA Quadro RTX,DDR3,32,12,12,12,32,PowerEdge R640 Rack Server,china,14,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2204
2205,Node,eMMC Storage,AMD Ryzen,b38afad2-2744-4909-bec2-ca1de74f1e3b,32,NVIDIA GeForce RTX,DDR3,8196,30,64,6,1639.2,PrimeServer Rack IX Rack Server,china,6.4,12.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2205
2206,Node,USB Flash Drive,Intel Core i9,513ef147-e2db-4e01-89a3-1fe5661faa10,22,NVIDIA GeForce GTX,DDR3,256,20,20,3.3333333333333335,42.666666666666664,Precision 7920 Tower Workstation,china,3.6666666666666665,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2206
2207,Node,Flash Storage,AMD EPYC,63fa0465-3abd-489e-b2ee-fb7d997693cb,8,NVIDIA Tesla,DDR6,8,6,6,1.5,2,PrimeServer Rack V Rack Server,china,2,1.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2207
2208,Node,Flash Storage,AMD EPYC,000c574e-fed5-4668-9971-c284f3b26455,8,NVIDIA Tesla,DDR6,8,6,6,1,1.3333333333333333,PrimeServer Rack V Rack Server,china,1.3333333333333333,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2208
2209,Node,Flash Memory,Intel Core i5,6fc72137-6247-42f9-b281-5606f21a6127,14,NVIDIA Quadro RTX,DDR3,32,12,12,12,32,PowerEdge R640 Rack Server,china,14,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2209
2210,Node,External SSD,AMD EPYC,d3cc9054-cd97-4bb6-848e-9aca8b4882f5,28,NVIDIA Tesla T4,DDR6,2048,26,32,13,1024,ProLiant DL325 Gen10 Rack Server,china,14,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2210
2211,Node,eMMC Storage,AMD Ryzen,46935ccf-8d84-4842-8912-6c1225e17ee1,32,NVIDIA GeForce RTX,DDR3,8196,30,64,5,1366,PrimeServer Rack IX Rack Server,china,5.333333333333333,10.666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2211
2212,Node,SATA SSD,Intel Core i7,3c4f7ea6-b126-4cee-a0ef-ee95a68a69d2,10,AMD Radeon,DDR7,16,8,8,8,16,Precision 7920 Rack Workstation,china,10,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2212
2213,Node,SATA HDD,Intel Core i7,e09428b4-fca0-4d01-81f8-f27df3601c63,26,AMD Radeon Pro WX,DDR7,1024,24,24,8,341.3333333333333,PowerEdge R740 Rack Server,china,8.666666666666666,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2213
2214,Node,Hybrid Drive,AMD Ryzen Threadripper,e69ba55b-d37b-4fd4-8395-f33eff0bc732,12,NVIDIA GeForce RTX,DDR4,24,10,10,1.6666666666666667,4,SuperServer 10210U Rack Server,china,2,1.6666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2214
2215,Node,M.2 SSD,AMD Ryzen,b162c9f3-51da-48fb-8567-ff52bdd4453b,24,NVIDIA Quadro RTX,DDR5,512,22,22,22,512,SuperServer 6019U Rack Server,china,24,22,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2215
2216,Node,Fusion Drive,AMD Ryzen,aad142bc-5276-4ad5-b8e7-e2d7a93c91f4,16,AMD Radeon RX,DDR5,48,14,14,2.8,9.6,ProLiant DL380 Gen10 Rack Server,china,3.2,2.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2216
2217,Node,Flash Memory,Intel Core i5,1808d199-7729-4ec6-b9ee-f10eec2b03e7,14,NVIDIA Quadro RTX,DDR3,32,12,12,2,5.333333333333333,PowerEdge R640 Rack Server,china,2.3333333333333335,2,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2217
2218,Node,USB Flash Drive,Intel Core i9,08493265-f76a-4310-989e-e8584de6a5bd,22,NVIDIA GeForce GTX,DDR3,256,20,20,3.3333333333333335,42.666666666666664,Precision 7920 Tower Workstation,china,3.6666666666666665,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2218
2219,Node,External SSD,AMD EPYC,0505d762-648d-4b46-bc2c-c05dadd49ae3,28,NVIDIA Tesla T4,DDR6,2048,26,32,4.333333333333333,341.3333333333333,ProLiant DL325 Gen10 Rack Server,china,4.666666666666667,5.333333333333333,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2219
2220,Node,SATA HDD,Intel Core i7,5d5db570-b5dd-49ff-a1fa-ea733a6406d3,26,AMD Radeon Pro WX,DDR7,1024,24,24,4,170.66666666666666,PowerEdge R740 Rack Server,china,4.333333333333333,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2220
2221,Node,Flash Storage,AMD EPYC,3bc11673-be75-4850-a3fc-9fd329adedca,8,NVIDIA Tesla,DDR6,8,6,6,1.5,2,PrimeServer Rack V Rack Server,china,2,1.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2221
2222,Node,Cloud Storage,AMD EPYC,484f2159-117d-4fe5-b98c-c4a244510d19,20,AMD Radeon Pro WX,DDR4,128,18,18,3.6,25.6,PrimeServer Pro Rack III Rack Server,china,4,3.6,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2222
2223,Node,Flash Memory,Intel Core i5,2257a6ff-0379-489a-8910-2355ac29ec6b,14,NVIDIA Quadro RTX,DDR3,32,12,12,4,10.666666666666666,PowerEdge R640 Rack Server,china,4.666666666666667,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2223
2224,Node,Hybrid Drive,AMD Ryzen Threadripper,1ac417b4-8038-4b8c-89cc-23aefd6f5ad3,12,NVIDIA GeForce RTX,DDR4,24,10,10,3.3333333333333335,8,SuperServer 10210U Rack Server,china,4,3.3333333333333335,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2224
2225,Node,Fusion Drive,AMD Ryzen,1dc8ac49-3498-41a2-8346-398e1fe36c22,16,AMD Radeon RX,DDR5,48,14,14,2.8,9.6,ProLiant DL380 Gen10 Rack Server,china,3.2,2.8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2225
2226,Node,NAS Storage,Intel Xeon,1fbb9692-da5d-495c-828a-6139a5a735e7,30,AMD Radeon VII,DDR4,4096,28,48,28,4096,ThinkSystem SR530 Rack Server,china,30,48,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2226
2227,Node,SSD,Intel Xeon,2b1ae56e-ffcc-4c55-a520-d15f38ea01e9,1,NVIDIA GeForce,DDR4,1,1,1,0.25,0.25,PowerEdge R660 Rack Server,china,0.25,0.25,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2227
2228,Node,Flash Memory,Intel Core i5,fff8dc46-5d38-461e-b17d-f0f2fc53736d,14,NVIDIA Quadro RTX,DDR3,32,12,12,4,10.666666666666666,PowerEdge R640 Rack Server,china,4.666666666666667,4,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2228
2229,Node,Cloud Storage,AMD EPYC,daa035d3-b0b1-46a3-bae0-653d9f026006,20,AMD Radeon Pro WX,DDR4,128,18,18,18,128,PrimeServer Pro Rack III Rack Server,china,20,18,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2229
2230,Node,Fusion Drive,AMD Ryzen,88df2ac7-8471-4a96-9afe-4358bda66bc9,16,AMD Radeon RX,DDR5,48,14,14,7,24,ProLiant DL380 Gen10 Rack Server,china,8,7,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2230
2231,Node,SATA HDD,Intel Core i7,2e135cbe-5c45-4313-abd3-73b8bd8cbb74,26,AMD Radeon Pro WX,DDR7,1024,24,24,8,341.3333333333333,PowerEdge R740 Rack Server,china,8.666666666666666,8,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2231
2232,Node,Flash Memory,Intel Core i5,aacbff68-4b1a-4182-be12-2e535a86ebf8,14,NVIDIA Quadro RTX,DDR3,32,12,12,12,32,PowerEdge R640 Rack Server,china,14,12,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2232
2233,Node,M.2 SSD,AMD Ryzen,3baea130-a22f-452c-8ac9-1111337f0d25,24,NVIDIA Quadro RTX,DDR5,512,22,22,5.5,128,SuperServer 6019U Rack Server,china,6,5.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2233
2234,Node,External SSD,AMD EPYC,0dc5599c-02bd-45ef-9419-5f19f790f709,28,NVIDIA Tesla T4,DDR6,2048,26,32,13,1024,ProLiant DL325 Gen10 Rack Server,china,14,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2234
2235,Node,External SSD,AMD EPYC,f5be3e46-bae5-445c-a7eb-d56d4f3f56b2,28,NVIDIA Tesla T4,DDR6,2048,26,32,13,1024,ProLiant DL325 Gen10 Rack Server,china,14,16,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2235
2236,Node,HDD,AMD Ryzen,05440a5c-c554-4aa8-896b-933ceee23df2,2,NVIDIA Quadro,DDR3,2,2,2,0.6666666666666666,0.6666666666666666,ProLiant DL360 Gen10 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2236
2237,Node,Flash Storage,AMD EPYC,f9cbb82f-e981-482d-b431-1aa203d45ca4,8,NVIDIA Tesla,DDR6,8,6,6,1.5,2,PrimeServer Rack V Rack Server,china,2,1.5,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2237
2238,Node,USB Flash Drive,Intel Core i9,8d9352f2-cf19-4d1f-8563-09f194218224,22,NVIDIA GeForce GTX,DDR3,256,20,20,6.666666666666667,85.33333333333333,Precision 7920 Tower Workstation,china,7.333333333333333,6.666666666666667,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2238
2239,Node,NVMe,Intel Core i9,8a6d4fae-7b08-4735-aea5-f566a66571f4,4,AMD Radeon Pro,DDR5,4,4,4,1,1,ThinkSystem SR650 Rack Server,china,1,1,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2239
2240,Node,HDD,AMD Ryzen,4e785e5a-fb13-476c-af86-62bdd6ac1d73,2,NVIDIA Quadro,DDR3,2,2,2,0.6666666666666666,0.6666666666666666,ProLiant DL360 Gen10 Rack Server,china,0.6666666666666666,0.6666666666666666,4:0ba6a09f-7829-4ffa-8a5a-a1b4b9d9ae6d:2240
